H_mean,S_mean,V_mean,Area,Roundness,Label
19.83397169535065,49.66794338424902,179.50191507054174,5983.397169235778,0.8496679433780651,0
20.07826099879394,50.156522071283895,180.2347831735348,6007.826103297759,0.8501565221419151,0
20.154898868522043,50.309797715310204,180.4646965533215,6015.489885844086,0.8503097976944801,0
20.187946442072253,50.37589283687943,180.56383921259936,6018.794642014851,0.8503758927915799,0
19.51010217687502,49.0202043432139,178.53030650529792,5951.010217198786,0.8490202043331159,0
19.962923791571495,49.92584752943038,179.8887712455983,5996.292376665708,0.8499258474779515,0
20.201122335640903,50.40224475772077,180.60336721470762,6020.112237573533,0.850402244840565,0
20.408070922937846,50.81614185562258,181.22421279224343,6040.807092745891,0.8508161418649641,0
19.75316516022626,49.50633032844965,179.25949549990253,5975.31651639357,0.8495063303361142,0
20.24061025827064,50.48122049504497,180.72183072313837,6024.061024829965,0.8504812204744426,0
19.891673896336187,49.78334777470201,179.6750216458108,5989.16738880007,0.849783347757479,0
19.688716634801835,49.377433230440495,179.06614981026374,5968.871661663613,0.8493774331929059,0
20.16016553845123,50.320331068238445,180.48049659452684,6016.016553443246,0.8503203310599348,0
19.546672397871394,49.09334479238234,178.64001718553624,5954.667239631266,0.8490933447891617,0
19.879202319975715,49.7584047117259,179.63760713246106,5987.9202353268065,0.8497584047805155,0
19.725276435231475,49.450552874525115,179.1758293154592,5972.52764371157,0.8494505528784183,0
20.073426029259764,50.14685207518465,180.22027812783946,6007.342603698982,0.8501468520911567,0
20.167713890256007,50.33542782323044,180.50314177345604,6016.771391007081,0.8503354278641724,0
19.967551495056835,49.93510303531675,179.9026545938312,5996.755151602413,0.84993510307864,0
20.48918458512057,50.97836918405997,181.4675537885799,6048.918459153039,0.8509783691973041,0
20.4730922444875,50.946184469345035,181.41927668627534,6047.309223538221,0.8509461844505314,0
19.86494465711469,49.72988940225069,179.5948341829327,5986.494469794308,0.8497298894866114,0
20.64135546769914,51.282710934160974,181.92406640012314,6064.135546712522,0.8512827109329751,0
19.899206829027843,49.79841365643582,179.69762048318964,5989.920682827647,0.8497984136548833,0
19.735595040164768,49.47119003789179,179.206785018481,5973.559502048016,0.8494711899972188,0
19.267833163880354,48.535666281536045,177.80349938052464,5926.783314243919,0.8485356662372336,0
20.518314251540694,51.03662850628097,181.55494276231335,6051.831425302481,0.8510366285093475,0
19.48192944324654,48.96385884994155,178.44578824187582,5948.192942629224,0.8489638588149101,0
19.92397075494497,49.84794157088945,179.7719124114676,5992.397078323939,0.8498479416293522,0
19.738673210367985,49.47734636301206,179.21601949234528,5973.867318359295,0.8494773463076887,0
19.916271949380015,49.832543914927484,179.74881588700393,5991.627195687924,0.8498325439304225,0
20.238774224987687,50.47754853704416,180.71632288426196,6023.877426537425,0.8504775486204921,0
20.325790474764652,50.651580986259624,180.97737151258755,6032.579049180189,0.8506515810214624,0
19.8620266260678,49.7240532904981,179.58607997042049,5986.202664386212,0.8497240533272652,0
20.297323084629117,50.59464613118739,180.89196916237137,6029.732306697008,0.8505946460946998,0
19.72351133090089,49.447022662408536,179.1705339941612,5972.351133118233,0.84944702266299,0
19.790868689675285,49.581737339350205,179.3726059728716,5979.086867112125,0.8495817373010133,0
19.761343021809253,49.52268606570276,179.2840291185146,5976.1343032052955,0.8495226860868685,0
20.1492490442777,50.29849812852036,180.44774722890222,6014.924906281532,0.8502984981668232,0
19.871206442245157,49.74241284324396,179.6136192275861,5987.120642311317,0.8497424128037129,0
19.880408408723763,49.76081684361726,179.641225289079,5988.04084208625,0.8497608168686986,0
20.31347103310521,50.6269420902452,180.94041315709126,6031.3471044253665,0.8506269421132805,0
19.80917798097279,49.61835601493823,179.4275340703039,5980.917800555325,0.8496183560657271,0
19.746312106964815,49.49262417786474,179.23893623420045,5974.631209023623,0.8494926241432996,0
19.226317949306804,48.45263581147526,177.6789536384543,5922.631790888797,0.8484526357279607,0
19.6360147494935,49.272029501986715,178.90804425569132,5963.601475088491,0.8492720295048617,0
20.244127397538,50.48825480517732,180.7323822168959,6024.412740222347,0.8504882548148586,0
19.78811056613969,49.57622103777347,179.36433147124256,5978.811052230344,0.8495762209471978,0
20.26490261534003,50.52980522532573,180.79470783314918,6026.490261285644,0.8505298052201941,0
20.11180812719821,50.22361623223247,180.3354243283162,6011.180811691754,0.8502236162109903,0
20.421454508453348,50.84290905973991,181.264363628324,6042.145452832139,0.8508429091007919,0
20.161856773165205,50.32371360545247,180.4855704616152,6016.185680058878,0.8503237136621158,0
20.309829500945664,50.6196589991135,180.92948849615956,6030.982949965718,0.8506196589964512,0
20.417075517559876,50.83415111129834,181.2512267358003,6041.707555289506,0.8508341511843089,0
19.518249785841224,49.03649950467608,178.5547491964515,5951.8249754760545,0.8490364994404562,0
19.845540419042354,49.69108084737409,179.5366212794572,5984.55404233512,0.8496910808562771,0
19.962056446893335,49.92411292468586,179.88616941495653,5996.205646122582,0.8499241129543,0
20.652491646141517,51.30498328519978,181.9574749213976,6065.2491642855975,0.8513049832784111,0
20.069565544094488,50.13913106518245,180.2086965769796,6006.956553342299,0.8501391310431327,0
20.231607247500246,50.46321453698148,180.69482184341607,6023.160726697299,0.8504632145772166,0
20.277094268203978,50.55418851026638,180.83128274177193,6027.70942560783,0.8505541884852119,0
19.960782916052835,49.921565891729564,179.88234889148444,5996.078294370917,0.8499215659488739,0
20.072760620444964,50.145521292165775,180.21828198459352,6007.276064422909,0.8501455213413092,0
